City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,lompoc,34.6391,-120.4579,21.08,85,100,5.66,US,1684631365
366,nova sintra,14.8667,-24.7167,20.52,79,94,7.92,CV,1684631365
367,lautoka,-17.6167,177.4667,29.92,66,40,2.06,FJ,1684631365
368,al qusayr,34.5091,36.5798,14.04,89,99,0.09,SY,1684631366
369,sinabang,2.4803,96.3801,27.91,79,99,1.48,ID,1684631366
370,kone,-21.0595,164.8658,26.24,47,98,2.25,NC,1684631366
371,anar darah,32.7587,61.654,25.79,18,7,2.57,AF,1684631366
372,viedma,-40.8135,-62.9967,8.68,40,20,7.61,AR,1684631366
373,hadibu,12.65,54.0333,28.51,73,5,1.94,YE,1684631366
374,cabo san lucas,22.8909,-109.9124,31.17,26,0,4.12,MX,1684631070
375,ronne,55.1009,14.7066,10.95,76,100,4.63,DK,1684631366
376,concepcion,-36.827,-73.0498,10.89,87,100,8.23,CL,1684631114
377,selkirk,50.1436,-96.8845,25.06,32,9,0.45,CA,1684631366
378,formosa do rio preto,-11.0483,-45.1931,20.07,50,9,1.9,BR,1684631075
379,anna regina,7.2644,-58.5077,26.42,87,65,3.7,GY,1684631366
380,saynshand,44.8824,110.1163,8.01,67,93,3.83,MN,1684631366
381,katsuren-haebaru,26.3369,127.8719,25.22,73,100,1.98,JP,1684631367
382,inarajan village,13.2736,144.7484,32.54,79,100,5.71,GU,1684631367
383,belyy yar,53.6039,91.3903,12.94,33,0,2.0,RU,1684631367
384,den chai,17.9837,100.0522,29.47,56,0,1.12,TH,1684631367
385,chui,-33.6971,-53.4616,16.48,89,100,3.51,UY,1684631367
386,enewetak,11.3474,162.3373,27.6,82,100,5.47,MH,1684631367
387,springfield,37.2153,-93.2982,17.98,67,0,2.06,US,1684631136
388,saint-joseph,-21.3667,55.6167,22.21,76,1,1.12,RE,1684631367
389,strezhevoy,60.7333,77.5889,14.41,43,99,2.03,RU,1684631367
390,fortuna,40.5982,-124.1573,14.96,90,100,4.63,US,1684631367
391,berdigestyakh,62.0989,126.6992,3.25,69,100,4.26,RU,1684631367
392,dumka,24.2667,87.25,29.61,58,5,3.05,IN,1684631367
393,kerikeri,-35.2268,173.9474,19.39,71,1,0.89,NZ,1684631367
394,correntina,-13.3433,-44.6367,17.98,45,7,1.64,BR,1684631367
395,tarfaya,27.9358,-12.9218,18.76,63,98,5.81,MA,1684631367
396,peace river,56.2501,-117.286,25.45,43,100,0.97,CA,1684631367
397,baymak,52.5933,58.3225,7.7,68,17,4.54,RU,1684631368
398,bandar lampung,-5.4254,105.258,26.22,86,17,1.16,ID,1684631192
399,vadso,70.0744,29.7487,11.49,81,20,2.06,NO,1684631368
400,banda aceh,5.5577,95.3222,28.35,75,97,2.5,ID,1684631368
401,yurga,55.7231,84.8861,12.19,48,10,4.65,RU,1684631368
402,camiri,-20.05,-63.5167,19.32,99,100,1.32,BO,1684631368
403,quesnel,52.9999,-122.5029,26.12,38,100,1.76,CA,1684631368
404,hastings,50.8552,0.5729,11.85,40,12,7.48,GB,1684631147
405,mucumpiz,8.4167,-71.1333,14.45,94,100,0.97,VE,1684631368
406,znamenskoye,57.1281,73.8282,13.21,51,14,1.45,RU,1684631368
407,novoorsk,51.381,58.9813,9.22,58,78,4.78,RU,1684631368
408,vilyuysk,63.7553,121.6247,2.48,66,100,3.63,RU,1684631368
409,nago,26.5881,127.9761,25.25,77,100,1.92,JP,1684631369
410,daigo,36.7667,140.35,18.95,71,94,2.44,JP,1684631369
411,naifaru,5.4444,73.3657,28.76,73,12,3.5,MV,1684631369
412,walvis bay,-22.9575,14.5053,12.27,83,0,1.8,NA,1684631369
413,riosucio,5.4216,-75.7032,16.51,99,100,0.8,CO,1684631369
414,ugoofaaru,5.6667,73.0,28.86,73,10,3.04,MV,1684631369
415,kirensk,57.7853,108.1119,15.2,43,63,3.64,RU,1684631369
416,miri,4.4148,114.0089,25.26,90,100,2.81,MY,1684631251
417,fuyu,45.1833,124.8167,14.05,52,68,7.79,CN,1684631120
418,bamboo flat,11.7,92.7167,28.67,74,12,2.66,IN,1684631369
419,yinzhu,35.8786,119.9753,20.74,33,100,4.36,CN,1684631369
420,capiovi,-26.93,-55.0608,17.97,82,100,1.54,AR,1684631369
421,kristinestad,62.2743,21.376,6.38,74,3,4.49,FI,1684631369
422,kuta,-8.7233,115.1723,27.97,74,20,3.13,ID,1684631369
423,bharatpur,27.2167,77.4833,32.65,18,0,3.43,IN,1684631369
424,lihue,21.9789,-159.3672,27.58,80,40,4.12,US,1684631370
425,taksimo,56.3444,114.8794,14.33,35,93,2.24,RU,1684631370
426,al bawiti,28.3492,28.8659,23.61,30,80,4.31,EG,1684631295
427,napier,-39.4833,176.9167,17.93,53,0,4.02,NZ,1684631194
428,tazovsky,67.4667,78.7,-1.14,89,100,3.51,RU,1684631370
429,qarqaraly,49.4058,75.4742,9.91,40,70,5.79,KZ,1684631370
430,kismayo,-0.3582,42.5454,26.4,85,100,5.98,SO,1684631370
431,freetown,8.484,-13.2299,26.67,81,100,2.4,SL,1684631370
432,crane,31.3974,-102.3501,23.12,51,100,4.9,US,1684631370
433,ashburton,-37.8626,145.0794,14.31,79,99,1.79,AU,1684631370
434,kayangel,8.0823,134.7173,29.17,72,3,4.72,PW,1684631370
435,monetnyy,57.0472,60.8794,0.68,48,43,1.47,RU,1684631370
436,krasnokamensk,50.0979,118.0369,14.87,39,34,5.32,RU,1684631370
437,lata,40.1629,-8.3327,15.6,50,100,2.12,PT,1684631370
438,praia da vitoria,38.7333,-27.0667,17.09,85,90,7.05,PT,1684631371
439,seryshevo,51.0933,128.3786,16.85,43,98,6.07,RU,1684631371
440,salalah,17.0151,54.0924,29.05,84,40,4.63,OM,1684631371
441,mananjary,-21.2167,48.3333,20.62,75,0,2.66,MG,1684631371
442,suva,-18.1416,178.4415,25.71,89,75,3.09,FJ,1684631109
443,ovalle,-30.5983,-71.2003,15.05,81,3,1.06,CL,1684631352
444,antofagasta,-23.65,-70.4,15.6,82,6,1.51,CL,1684631164
445,tofol,5.3248,163.0078,26.88,83,100,1.03,FM,1684631371
446,guaratinga,-16.5667,-39.5667,17.79,95,0,1.73,BR,1684631114
447,kuusamo,65.9667,29.1833,7.02,76,0,1.54,FI,1684631371
448,pimentel,-6.8367,-79.9342,24.16,78,40,7.2,PE,1684631371
449,mabaruma,8.2,-59.7833,23.85,99,100,1.21,GY,1684631371
450,cantaura,9.3057,-64.3584,26.18,75,84,4.19,VE,1684631371
451,mbandaka,0.0487,18.2603,22.53,94,83,1.35,CD,1684631371
452,santa ana,33.7456,-117.8678,25.59,76,100,4.63,US,1684631371
453,osmancik,40.9782,34.8047,12.38,90,100,1.02,TR,1684631371
454,kampong speu,11.5,104.3333,30.19,60,94,1.91,KH,1684631371
455,kavaratti,10.5669,72.642,29.25,71,23,4.8,IN,1684631372
456,oyama,36.3,139.8,23.1,58,43,1.19,JP,1684631372
457,lingyuan,41.24,119.4011,17.94,30,59,9.29,CN,1684631372
458,igarka,67.4667,86.5833,1.18,75,11,3.52,RU,1684631265
459,sarila,25.7667,79.6833,32.74,13,0,2.97,IN,1684631372
460,kardla,58.9978,22.7492,8.43,53,5,1.95,EE,1684631372
461,tera,14.0078,0.7531,34.1,19,76,4.24,NE,1684631269
462,tromso,69.6496,18.957,8.54,87,100,10.29,NO,1684631372
463,guichon,-32.35,-57.2,13.63,93,100,3.55,UY,1684631372
464,taro,-8.3862,115.28,24.0,66,49,1.59,ID,1684631372
465,sinjar,36.3209,41.8754,17.04,75,1,3.69,IQ,1684631372
466,juneau,58.3019,-134.4197,17.0,100,75,3.09,US,1684631331
467,antonio enes,-16.2325,39.9086,23.51,87,68,1.1,MZ,1684631372
468,princeville,45.7668,-61.2985,14.86,84,100,4.52,CA,1684631372
469,pemangkat,1.1667,108.9667,27.82,76,100,2.38,ID,1684631373
470,azna,33.6095,48.9307,15.12,70,100,2.48,IR,1684631373
471,challakere,14.3167,76.65,25.63,68,27,5.28,IN,1684631373
472,castelli,-25.9468,-60.6195,18.23,97,100,3.28,AR,1684631373
473,vinogradovo,56.9333,37.55,10.46,93,100,2.94,RU,1684631373
474,rouissat,31.9243,5.3502,20.38,33,0,3.13,DZ,1684631373
475,mount pearl,47.5166,-52.7813,9.14,87,100,2.24,CA,1684631373
476,brokopondo,4.75,-55.1667,25.57,91,94,3.59,SR,1684631373
477,polyarnyy,69.1989,33.4478,10.18,76,43,3.6,RU,1684631373
478,mutum biyu,8.6333,10.7667,26.03,78,100,1.53,NG,1684631373
479,el bordo,2.117,-76.9821,20.52,95,100,0.61,CO,1684631373
480,devonport,-41.1667,146.35,11.96,60,3,3.79,AU,1684631373
481,tselinnoye,53.0833,85.6667,9.18,49,83,2.43,RU,1684631373
482,tan-tan,28.438,-11.1032,17.87,60,91,5.54,MA,1684631373
483,kattivakkam,13.2167,80.3167,30.05,90,4,5.47,IN,1684631374
484,kangding,30.0513,101.9603,15.25,81,60,1.33,CN,1684631374
485,santa cruz,-17.8,-63.1667,22.7,94,75,1.54,BO,1684631185
486,nagqu,31.5,92.0,0.97,87,100,5.48,CN,1684631374
487,rongelap,11.1635,166.8941,28.01,81,100,5.54,MH,1684631374
488,boksitogorsk,59.474,33.8485,5.22,74,2,1.33,RU,1684631374
489,baruun-urt,46.6806,113.2792,13.49,42,11,3.37,MN,1684631374
490,rabo de peixe,37.8,-25.5833,16.73,77,75,6.17,PT,1684631374
491,paragominas,-2.9667,-47.4833,22.93,98,100,1.49,BR,1684631154
492,kiuruvesi,63.65,26.6167,8.53,82,84,1.11,FI,1684631374
493,progreso,21.2833,-89.6667,30.06,80,0,5.03,MX,1684631374
494,north battleford,52.7834,-108.2847,19.05,42,100,7.2,CA,1684631374
495,sitka,57.0531,-135.33,11.94,76,100,3.09,US,1684631374
496,guerrero negro,27.9769,-114.0611,18.29,74,0,7.04,MX,1684631374
497,aur,8.1499,171.1687,28.33,80,100,5.99,MH,1684631374
498,songjianghe,42.1859,127.479,12.31,47,21,4.82,CN,1684631375
499,sur,22.5667,59.5289,31.51,53,22,3.16,OM,1684631107
500,nijar,36.9665,-2.206,14.8,77,20,1.54,ES,1684631375
501,santa elena de uairen,4.6167,-61.1333,21.04,94,100,1.16,VE,1684631375
502,kourou,5.1552,-52.6478,25.03,94,99,3.22,GF,1684631375
503,matamata,-37.8106,175.7624,17.0,73,22,8.19,NZ,1684631375
504,tocopilla,-22.092,-70.1979,18.63,68,15,3.0,CL,1684631375
505,recreo,-29.2818,-65.061,14.45,80,100,4.38,AR,1684631375
506,san antonio de pale,-1.4014,5.6325,26.96,72,100,5.13,GQ,1684631375
507,anloga,5.7947,0.8973,27.6,81,100,4.75,GH,1684631375
508,xai-xai,-25.0519,33.6442,18.16,91,0,1.47,MZ,1684631375
509,port alberni,49.2413,-124.8028,26.05,46,76,5.81,CA,1684631322
510,klaksvik,62.2266,-6.589,8.51,79,2,9.7,FO,1684631375
511,sola,-13.8833,167.55,27.29,82,100,4.96,VU,1684631375
512,dodge city,37.7528,-100.0171,21.49,53,100,1.34,US,1684631375
513,cabedelo,-6.9811,-34.8339,25.37,90,23,4.82,BR,1684631290
514,saurikh,27.029,79.4896,32.2,15,0,2.51,IN,1684631375
515,nogliki,51.8333,143.1667,4.86,85,100,5.56,RU,1684631376
516,mar del plata,-38.0023,-57.5575,12.83,62,100,2.06,AR,1684631310
517,lesogorsk,56.0458,99.5136,14.52,37,2,1.29,RU,1684631376
518,mitu,1.1983,-70.1733,23.6,97,100,0.41,CO,1684631376
519,biscarrosse,44.3945,-1.1672,13.97,88,0,2.06,FR,1684631376
520,medvezh'yegorsk,62.9167,34.4667,8.72,69,100,1.47,RU,1684631376
521,rantoul,40.3084,-88.1559,18.79,45,0,2.6,US,1684631376
522,la ronge,55.1001,-105.2842,12.77,32,80,2.77,CA,1684631376
523,sabancuy,18.9667,-91.1833,27.54,81,17,4.99,MX,1684631376
524,vorkuta,67.5,64.0,1.08,76,100,1.88,RU,1684631376
525,patos,-7.0244,-37.28,25.55,66,96,4.67,BR,1684631376
526,orlovskiy,46.8714,42.0592,14.61,51,100,3.74,RU,1684631376
527,torit,4.4133,32.5678,23.84,62,4,0.56,SS,1684631376
528,chatellerault,46.8,0.5333,13.4,26,99,2.78,FR,1684631376
529,ust'-kut,56.7938,105.7672,14.4,36,15,1.58,RU,1684631377
530,jan kempdorp,-27.9225,24.8305,8.18,36,0,1.74,ZA,1684631377
531,tommot,58.9564,126.2925,10.0,69,98,4.43,RU,1684631377
532,marsh harbour,26.5412,-77.0636,26.27,76,8,5.52,BS,1684631122
533,sabang,5.8933,95.3214,28.86,70,100,4.57,ID,1684631377
534,hirara,24.8,125.2833,23.64,87,77,0.82,JP,1684631377
535,port douglas,-16.4833,145.4667,24.06,65,100,4.51,AU,1684631157
536,laguna,38.421,-121.4238,30.73,53,0,5.14,US,1684631377
537,aitape,-3.1374,142.3475,27.48,73,100,0.8,PG,1684631377
538,noumea,-22.2763,166.4572,25.0,99,100,4.07,NC,1684631377
539,hovd,48.0056,91.6419,8.69,21,96,1.91,MN,1684631377
540,gurupi,-11.7292,-49.0686,23.14,47,6,2.43,BR,1684631377
541,nacozari de garcia,30.3742,-109.6908,28.74,12,5,6.51,MX,1684631377
542,galliano,29.4422,-90.2992,29.0,70,40,2.06,US,1684631377
543,dwarka,22.2394,68.9678,27.83,79,6,6.02,IN,1684631377
544,lerwick,60.1545,-1.1494,9.0,96,100,4.64,GB,1684631377
545,plettenberg bay,-34.0527,23.3716,15.81,51,100,2.63,ZA,1684631378
546,santos dumont,-21.4567,-43.5525,12.54,93,0,0.84,BR,1684631114
547,sao felix do xingu,-6.6447,-51.995,23.64,89,75,1.22,BR,1684631378
548,mjolby,58.326,15.1237,7.84,68,21,2.12,SE,1684631378
549,newman,37.3138,-121.0208,32.19,44,0,3.13,US,1684631378
550,mil'kovo,55.6078,37.7956,10.75,91,100,3.22,RU,1684631378
551,kuanda,56.3161,116.0806,13.25,39,43,2.54,RU,1684631378
552,port-gentil,-0.7193,8.7815,26.15,83,100,5.27,GA,1684631378
553,zhezqazghan,47.7833,67.7667,12.54,50,96,3.66,KZ,1684631378
554,xique xique,-10.8217,-42.7311,24.69,50,6,5.43,BR,1684631378
555,alice springs,-23.7,133.8833,14.75,44,0,7.2,AU,1684631378
556,arawa,-6.2132,155.5367,29.08,77,100,2.14,PG,1684631378
557,zavetnoye,47.1194,43.8903,15.53,52,100,4.18,RU,1684631378
558,ad dabbah,18.05,30.95,26.28,12,0,3.84,SD,1684631378
559,casablanca,33.5928,-7.6192,16.12,76,58,3.76,MA,1684631228
560,khash,28.2211,61.2158,22.92,32,27,1.82,IR,1684631378
561,mazara del vallo,37.6641,12.588,16.97,84,93,2.47,IT,1684631378
562,nuku'alofa,-21.1333,-175.2,26.19,78,75,4.63,TO,1684631378
563,howrah,22.5892,88.3103,30.0,89,40,4.63,IN,1684631379
564,saint-francois,46.4154,3.9054,13.71,94,100,0.0,FR,1684631379
565,la passe,45.5549,-0.8967,15.13,91,56,3.52,FR,1684631379
566,tokar,18.4254,37.729,26.42,62,0,3.02,SD,1684631379
567,mbanza-ngungu,-5.25,14.8667,20.43,98,100,1.31,CD,1684631379
568,antsiranana,-12.2787,49.2917,22.82,93,88,2.51,MG,1684631379
569,mata-utu,-13.2816,-176.1745,29.04,77,27,5.09,WF,1684631379
570,sarikei,2.1167,111.5167,27.0,83,55,1.27,MY,1684631294
571,lagunillas,10.1301,-71.2595,27.42,82,100,3.0,VE,1684631379
572,khanty-mansiysk,61.0042,69.0019,12.06,47,0,0.0,RU,1684631379
